pos,year,track_ID,artist_names,track_name,genres,danceability,energy,speechiness,acousticness,liveness,valence,tempo,duration_sec
645,2019,2qG5sZ7Si6sdK74qLxedYM,ROSALIA,Con Altura,[R&B],0.88,0.69,0.12,0.39,0.05,0.75,97.96,161.626
646,2019,4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,[pop],0.91,0.39,0.33,0.74,0.11,0.2,120.05,193.143
647,2019,5ry2OE6R2zPQFDO85XkgRb,Drake,Money In The Grave (Drake ft. Rick Ross),[hip hop],0.83,0.5,0.05,0.1,0.12,0.1,100.54,205.426
648,2019,3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,[hip hop],0.74,0.61,0.15,0.26,0.12,0.47,75.02,166.605
649,2019,7COXchtUOMd6uIT6HvmRaI,Lauv,im so tired..,[pop],0.6,0.73,0.2,0.18,0.24,0.53,102.21,162.582
650,2019,5W83ErFkO3aKAIS1WMi6u0,Anuel AA,Secreto,[latin],0.81,0.8,0.13,0.6,0.14,0.71,91.99,258.8
651,2019,4w8niZpiMy6qz1mntFA5uM,DJ Snake,Taki Taki (with Selena Gomez  Ozuna & Cardi B),[Dance/Electronic],0.84,0.8,0.23,0.16,0.06,0.62,95.88,212.5
652,2019,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,[pop],0.83,0.65,0.08,0.58,0.09,0.93,95.98,233.712
653,2019,6zeeWid2sgw4lap2jV61PZ,Khalid,Better,[pop],0.6,0.55,0.1,0.08,0.1,0.11,97.95,229.32
654,2019,0fea68AdmYNygeTGI4RC18,J Balvin,LA CANCION,[latin],0.75,0.65,0.32,0.15,0.11,0.43,176.09,242.573
655,2019,53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,[hip hop],0.91,0.52,0.13,0.04,0.09,0.47,136.02,113.013
656,2019,1wJRveJZLSb1rjhnUHQiv6,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),[hip hop],0.58,0.66,0.3,0.02,0.11,0.43,93.02,189.486
657,2019,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,[rock],0.78,0.78,0.13,0.06,0.08,0.67,124.95,204.346
658,2019,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,[pop],0.6,0.85,0.46,0.02,0.12,0.15,120.27,203.417
659,2019,4y3OI86AEP6PQoDE6olYhO,Jonas Brothers,Sucker,[pop],0.84,0.73,0.06,0.04,0.11,0.95,137.96,181.04
660,2019,0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,[hip hop],0.92,0.54,0.08,0.56,0.1,0.71,128.01,135.09
661,2019,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,[pop],0.6,0.45,0.02,0.16,0.11,0.17,95.05,263.4
662,2019,3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,[hip hop],0.6,0.43,0.03,0.05,0.21,0.06,76.47,175.72
663,2019,2YpeDb67231RjR0MgVLzsG,Lil Nas X,Old Town Road - Remix,[hip hop],0.88,0.62,0.1,0.05,0.11,0.64,136.04,157.066
664,2019,4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - 2011 Mix,[rock],0.41,0.4,0.05,0.27,0.3,0.22,71.11,354.32
665,2019,7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Baila Baila Baila,[latin],0.82,0.75,0.11,0.04,0.22,0.53,99.97,158.4
666,2019,6osaMSJh9NguagEDQcZaKx,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),[Dance/Electronic],0.69,0.76,0.22,0.28,0.1,0.37,192.09,185.194
667,2019,1c0hsvHLELX6y8qymnpLKL,Lunay,Soltera - Remix,[latin],0.8,0.78,0.04,0.36,0.44,0.8,92.02,266.086
668,2019,2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,[pop],0.7,0.68,0.12,0.04,0.14,0.6,96.13,186.986
669,2019,2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,[pop],0.75,0.51,0.25,0.54,0.1,0.42,91.97,197.436
670,2019,5T8EDUDqKcs6OSOwEsfqG7,Queen,Dont Stop Me Now - 2011 Mix,[rock],0.56,0.87,0.17,0.05,0.78,0.61,156.3,209.413
671,2019,6v0lAdFF4haL8xjBIUjtOw,Nicky Jam,Te Robare,[latin],0.67,0.75,0.06,0.24,0.08,0.8,176,201.818
672,2019,7KbF6AdprOXEEHlsq11Z6d,Maluma,0.958333333,[latin],0.78,0.71,0.28,0.22,0.09,0.68,95.69,175.733
673,2019,5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Wont Let Go,[pop],0.36,0.56,0.06,0.7,0.09,0.49,85.04,211.466
674,2019,6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,No Guidance (feat. Drake),[pop],0.7,0.45,0.15,0.12,0.16,0.14,92.93,260.64
675,2019,7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer,[pop],0.78,0.56,0.08,0.13,0.4,0.68,129.99,185.093
676,2019,5itOtNx0WxtJmi1TQ3RuRd,Calvin Harris,Giant (with RagnBone Man),[Dance/Electronic],0.81,0.89,0.04,0.02,0.08,0.61,122.02,229.184
677,2019,5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust - Remastered 2011,[rock],0.93,0.53,0.16,0.11,0.16,0.75,109.97,214.653
678,2019,5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me,[Dance/Electronic],0.79,0.57,0.04,0.06,0.16,0.18,99.96,156.346
679,2019,0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely (with Khalid),[pop],0.35,0.3,0.03,0.93,0.1,0.12,115.28,200.185
680,2019,78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard (Lil Baby & Gunna),[hip hop],0.9,0.66,0.29,0.09,0.53,0.39,112.51,145.542
681,2019,2gwkD6igEhQbDQegRCcdoB,DaBaby,Suge,[hip hop],0.88,0.66,0.43,0.06,0.13,0.84,75.45,163.32
682,2019,0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,[Dance/Electronic],0.69,0.77,0.15,0.18,0.12,0.16,125.91,184.56
683,2019,4lzxJ4jCuFDXXGkE1LmpKR,DJ Luian,Verte Ir,[latin],0.86,0.65,0.1,0.39,0.08,0.55,95.98,267.5
684,2019,5KawlOMHjWeUjQtnuRs22c,BTS,Boy With Luv (feat. Halsey),[k-pop],0.65,0.86,0.1,0.09,0.19,0.8,119.99,229.773
685,2019,7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,[hip hop],0.87,0.39,0.24,0.47,0.3,0.44,134.02,119.133
686,2019,1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,[rock],0.61,0.82,0.04,0.01,0.15,0.29,168,187.146
687,2019,7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,Murder On My Mind,[hip hop],0.76,0.73,0.05,0.15,0.11,0.74,115.01,268.434
688,2019,5PYQUBXc7NYeI1obMKSJK0,Katy Perry,Never Really Over,[pop],0.77,0.88,0.06,0.19,0.32,0.39,99.99,223.523
689,2019,4vUmTMuQqjdnvlZmAH61Qk,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),[pop],0.86,0.62,0.08,0.15,0.09,0.67,97.99,204.466
690,2019,6DCZcSspjsKoFjzjrWoCdn,Drake,Gods Plan,[hip hop],0.75,0.45,0.11,0.03,0.55,0.36,77.17,198.973
691,2019,6FyRXC8tJUh863JCkyWqtk,Paulo Londra,Adan y Eva,[latin],0.77,0.71,0.34,0.32,0.07,0.72,171.99,258.638
692,2019,3Fj47GNK2kUF0uaEDgXLaD,Billie Eilish,wish you were gay,[pop],0.85,0.35,0.24,0.39,0.75,0.28,118.03,221.543
693,2019,1HfMVBKM75vxSfsQ5VefZ5,Selena Gomez,Lose You To Love Me,[pop],0.51,0.34,0.04,0.58,0.21,0.09,101.99,206.458
694,2019,3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Look Back at It,[hip hop],0.79,0.59,0.04,0.41,0.15,0.54,96.06,179.449
695,2019,6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love,[Dance/Electronic],0.69,0.68,0.03,0.02,0.1,0.4,103.95,228.267
696,2019,6LsAAHotRLMOHfCsSfYCsz,Shawn Mendes,If I Cant Have You,[pop],0.69,0.81,0.06,0.52,0.15,0.86,123.91,190.8
697,2019,25ZAibhr3bdlMCLmubZDVt,J Balvin,QUE PRETENDES,[latin],0.64,0.79,0.25,0.03,0.36,0.94,92.6,222.346
698,2019,1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,3 Nights,[rock],0.82,0.52,0.09,0.22,0.1,0.88,151.89,177.666
699,2019,5JEx7HbmvHQQswJCsoo9rA,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),[Dance/Electronic],0.57,0.76,0.06,0.1,0.4,0.49,144.11,182.623
700,2019,0FZ4Dmg8jJJAPJnvBIzD9z,Kodak Black,ZEZE,[hip hop],0.86,0.6,0.18,0.05,0.09,0.5,98.04,228.759
701,2019,58q2HKrzhC3ozto2nDdN4z,Cardi B,I Like It,[pop],0.82,0.73,0.13,0.1,0.37,0.65,136.05,253.39
702,2019,6moU77g9RQyMzHNuKEaQKq,Ali Gatie,Its You,[hip hop],0.73,0.46,0.03,0.37,0.19,0.4,95.97,212.606
703,2019,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,[pop],0.68,0.37,0.04,0.64,0.17,0.48,91.87,201
704,2019,4bTZeO72FwMa6wKOiqoynL,Sech,Otro Trago - Remix,[hip hop],0.73,0.79,0.2,0.07,0.06,0.76,175.99,287.773
705,2019,2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,[Dance/Electronic],0.88,0.75,0.09,0.18,0.11,0.88,117.95,157.605
706,2019,0Ryd8975WihbObpp5cPW1t,Ariana Grande,boyfriend (with Social House),[pop],0.4,0.8,0.46,0.12,0.16,0.7,190.1,186.106
707,2019,6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Dont Start Now,[pop],0.79,0.79,0.08,0.01,0.1,0.68,123.94,183.29
708,2019,6cy3ki60hLwimwIje7tALf,The Black Eyed Peas,RITMO (Bad Boys For Life),[pop],0.72,0.72,0.07,0.03,0.24,0.67,104.99,221.714
709,2019,059bcIhyc2SBwm6sw2AZzd,Piso 21,Te Vi,[latin],0.88,0.78,0.12,0.04,0.09,0.71,102.02,231.848
710,2019,0RiRZpuVRbi7oqRdSMwhQY,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,[hip hop],0.76,0.52,0.06,0.53,0.07,0.93,89.96,157.56
711,2019,3jbT1Y5MoPwEIpZndDDwVq,Tainy,Adicto (with Anuel AA & Ozuna),[latin],0.73,0.84,0.07,0.02,0.18,0.62,80,270.74
712,2019,2t8yVaLvJ0RenpXUIAC52d,21 Savage,a lot,[hip hop],0.84,0.64,0.09,0.04,0.34,0.27,145.97,288.624
713,2019,5kfNriitmkNE8mUbZ7gbq8,Khalid,Saturday Nights,[pop],0.55,0.44,0.1,0.61,0.11,0.34,167.92,210.666
714,2019,5N5k9nd479b1xpDZ4usjrg,Calvin Harris,Promises (with Sam Smith),[Dance/Electronic],0.78,0.77,0.04,0.01,0.33,0.49,123.07,213.309
715,2019,696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,ROXANNE,[pop],0.62,0.6,0.15,0.05,0.46,0.46,116.74,163.636
716,2019,0mjAU3yKR1QnXnHtjGJqTM,OneRepublic,Rescue Me,[rock],0.76,0.61,0.04,0.16,0.69,0.64,121.05,158.899
717,2019,7BlBVFwvbWvcwNcUarQmjk,ROSALIA,Yo x Ti  Tu x Mi,[R&B],0.78,0.76,0.23,0.46,0.14,0.58,91.95,201.04
718,2019,1rfofaqEpACxVEHIZBJe6W,Camila Cabello,Havana (feat. Young Thug),[pop],0.77,0.52,0.03,0.18,0.13,0.39,104.99,217.306
719,2019,1LiN0Z98FkR1t0m8KmLcAH,Anuel AA,Amanece,[latin],0.79,0.63,0.04,0.44,0.16,0.89,94.04,190.004
720,2019,7g8YaUQABMal0zWe7a2ijz,Dalex,Pa MI- Remix,[latin],0.69,0.62,0.22,0.75,0.16,0.73,170.02,360.96
721,2019,1nocRtwyNPVtGcIJqfgdzZ,Camilo,Tutu,[latin],0.73,0.83,0.05,0.27,0.07,0.94,146.01,178.613
722,2019,7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,Body (feat. brando),[pop],0.75,0.76,0.04,0.05,0.05,0.58,121.96,163.216
723,2019,3swc6WTsr7rl9DqQKQA55C,Post Malone,Psycho (feat. Ty Dolla $ign),[hip hop],0.75,0.56,0.11,0.55,0.11,0.46,140.06,221.44
724,2019,6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,[pop],0.61,0.38,0.05,0.61,0.1,0.2,107.99,258.986
725,2019,2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,[rock],0.38,0.64,0.07,0.07,0.37,0.08,177.91,260.773
726,2019,2wrJq5XKLnmhRXHIAf9xBa,Dan + Shay,10 000 Hours (with Justin Bieber),[country],0.65,0.63,0.03,0.15,0.11,0.43,89.99,167.693
727,2019,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,[Dance/Electronic],0.75,0.52,0.03,0.41,0.11,0.66,95.01,244.96
728,2019,2fuCquhmrzHpu5xcA1ci9x,Queen,Under Pressure - Remastered,[rock],0.67,0.71,0.05,0.43,0.1,0.46,113.81,248.44
729,2019,63cd4JkwGgYJrbOizbfmsp,Mustard,Pure Water (with Migos),[hip hop],0.68,0.56,0.13,0.17,0.32,0.14,202.01,194.519
730,2019,1NJcg626wLln4pGHpiV7mf,Billie Eilish,lovely,[pop],0.35,0.3,0.03,0.93,0.1,0.12,115.28,200.185
731,2019,40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,[pop],0.48,0.41,0.04,0.74,0.12,0.25,170.16,203.569
732,2019,5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Be Alright,[pop],0.55,0.54,0.03,0.71,0.08,0.49,126.42,196.493
733,2019,6fTt0CH2t0mdeB2N9XFG5r,Lil Nas X,Panini,[hip hop],0.7,0.59,0.08,0.34,0.12,0.48,153.85,114.893
734,2019,1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Mo Bamba,[hip hop],0.73,0.63,0.03,0.19,0.25,0.26,146.03,183.906
735,2019,0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,Only Human,[pop],0.8,0.5,0.07,0.11,0.06,0.87,94.01,183
736,2019,4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right,[Dance/Electronic],0.66,0.62,0.05,0.07,0.58,0.44,88.04,181.823
737,2019,7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss (with Dua Lipa),[Dance/Electronic],0.79,0.86,0.11,0.04,0.08,0.59,123.99,214.846
738,2019,1kBbgxAUc4HQv7cgIayIDH,Lil Tecca,Ransom,[hip hop],0.75,0.64,0.29,0.02,0.07,0.23,179.97,131.28
739,2019,3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,[pop],0.7,0.23,0.1,0.9,0.11,0.24,120.01,245.425
740,2019,0s5DNDV6LAKn2u2Ufa3VjQ,Mau y Ricky,Desconocidos,[latin],0.71,0.77,0.17,0.15,0.25,0.71,174.01,204.453
741,2019,5hVghJ4KaYES3BFUATCYn0,Tyler  The Creator,EARFQUAKE,[hip hop  rap],0.55,0.5,0.07,0.23,0.8,0.41,79.64,190.066
742,2019,6Gg1gjgKi2AK4e0qzsR7sd,Juice WRLD,Bandit (with YoungBoy Never Broke Again),[hip hop],0.47,0.63,0.34,0.07,0.13,0.43,180.05,189.322
743,2019,09IStsImFySgyp0pIQdqAc,Zedd,The Middle,[Dance/Electronic],0.75,0.66,0.04,0.17,0.11,0.44,107.01,184.732
744,2019,2x0RZdkZcD8QRI53XT4GI5,Avicii,SOS (feat. Aloe Blacc),[Dance/Electronic],0.8,0.65,0.07,0.27,0.12,0.38,100,157.202
745,2019,2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,[pop],0.48,0.37,0.04,0.82,0.08,0.16,144.83,200.56
746,2019,5jW3rF4URMdK7tO2xjS5EI,Paulo Londra,Tal Vez,[latin],0.86,0.65,0.15,0.25,0.08,0.74,161.99,263.899
747,2019,2rbDhOo9Fh61Bbu23T2qCk,Lady Gaga,Always Remember Us This Way,[pop],0.55,0.5,0.04,0.3,0.76,0.3,129.98,210.2
748,2019,4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love,[k-pop],0.74,0.86,0.24,0.32,0.33,0.58,131.97,189.052
749,2019,6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Robbery,[hip hop],0.69,0.69,0.05,0.33,0.15,0.58,159.97,240.05
750,2019,27rdGxbavYJeBphck5MZAF,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),[pop],0.6,0.79,0.07,0.01,0.39,0.24,114.07,217.466
751,2019,7LzouaWGFCy4tkXDOOnEyM,Camila Cabello,Liar,[pop],0.74,0.5,0.05,0.02,0.32,0.65,98.02,207.038
752,2019,5qqabIl2vWzo9ApSC317sa,Oasis,Wonderwall - Remastered,[rock],0.38,0.9,0.04,0,0.19,0.47,174.3,258.773
753,2019,7DcvwMAiqKJQD1rrdfxSDx,Young Thug,The London (feat. J. Cole & Travis Scott),[hip hop],0.8,0.59,0.15,0.02,0.13,0.18,97.98,200.106
754,2019,6wo37KVqFJhtuxPTpLCcfe,The Chainsmokers,Takeaway (feat. Lennon Stella),[Dance/Electronic],0.29,0.51,0.04,0.12,0.1,0.36,85.33,209.893
755,2019,6nDKrPlXdpomGBgAlO7UdP,Avicii,SOS,[Dance/Electronic],0.8,0.65,0.07,0.27,0.12,0.38,100,157.202
756,2019,6IRdLKIyS4p7XNiP8r6rsx,Billie Eilish,all the good girls go to hell,[pop],0.73,0.44,0.37,0.28,0.18,0.57,185.04,168.839
757,2019,4n7jnSxVLd8QioibtTDBDq,Alan Walker,On My Way,[Dance/Electronic],0.51,0.69,0.1,0.02,0.3,0.3,170.09,193.797
758,2019,6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,i love you,[pop],0.42,0.13,0.04,0.95,0.11,0.12,137.45,291.796
759,2019,5IaHrVsrferBYDm0bDyABy,Tyga,Taste (feat. Offset),[hip hop],0.88,0.56,0.12,0.02,0.1,0.34,97.99,232.959
760,2019,2G1tXoGBaEMJ7FKGnkf6ud,Gucci Mane,Wake Up in the Sky,[hip hop],0.8,0.58,0.05,0,0.37,0.37,143.01,203.161
761,2019,29fRTIKsJhLUJoldM89GZS,Taylor Swift,You Need To Calm Down,[pop],0.77,0.68,0.05,0.01,0.06,0.71,85.03,171.386
762,2019,6uFn47ACjqYkc0jADwEdj1,Polo G,Pop Out (feat. Lil Tjay),[hip hop],0.77,0.64,0.47,0.15,0.07,0.26,168.11,166.56
763,2019,0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,[pop],0.34,0.63,0.04,0.16,0.07,0.35,150.28,241.106
764,2019,2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,no tears left to cry,[pop],0.7,0.71,0.06,0.04,0.29,0.35,121.99,205.92
765,2019,1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,[pop],0.36,0.54,0.09,0.49,0.12,0.45,68.53,221.306
766,2019,7CZyCXKG6d5ALeq41sLzbw,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),[hip hop],0.5,0.8,0.05,0.09,0.15,0.27,139.92,229.573
767,2019,7fODjB7BrQTGqh0hogW6XD,Justin Quiles,Que Mas Pues - Remix,[latin],0.65,0.66,0.2,0.12,0.12,0.81,113.36,305.962
768,2019,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,Something Just Like This,[Dance/Electronic],0.62,0.64,0.03,0.05,0.16,0.45,103.02,247.16
769,2019,1LIqNVhaIgxXUt2eVoIQJ3,Maluma,HP,[latin],0.84,0.79,0.08,0.25,0.19,0.62,91.98,184.435
770,2019,3XF5xLJHOQQRbWya6hBp7d,Billie Eilish,you should see me in a crown,[pop],0.68,0.53,0.19,0.46,0.14,0.32,150.46,180.952
771,2019,322tcqPhma7F6hfCeLisx0,Lauv,fuck  im lonely (with Anne-Marie) - from â€œ13 Reasons Why: Season 3â€,[pop],0.81,0.56,0.07,0.48,0.06,0.68,95.02,198.973
772,2019,6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding,Hate Me (with Juice WRLD),[Dance/Electronic],0.66,0.77,0.05,0.11,0.14,0.76,75.03,186.223
773,2019,6V9fHiv84WlVTg7CSnIVY2,Halsey,Graveyard,[pop],0.67,0.58,0.07,0.23,0.18,0.19,92.04,181.805
774,2019,7k4t7uLgtOxPwTpFmtJNTY,KAROL G,Tusa,[latin],0.8,0.72,0.3,0.3,0.06,0.57,101.09,200.96
775,2019,3oh6SCCeLuXhFpEyepla6G,Blueface,Thotiana,[hip hop],0.91,0.38,0.27,0.18,0.11,0.39,104.03,129.264
776,2019,6MJUCumnQsQEKbCy28tbCP,Daddy Yankee,Adictiva,[latin],0.79,0.77,0.06,0.29,0.17,0.7,99.04,207.853
777,2019,76cy1WJvNGJTj78UqeA5zr,Dua Lipa,IDGAF,[pop],0.84,0.54,0.09,0.04,0.08,0.51,97.03,217.946
778,2019,79esEXlqqmq0GPz0xQSZTV,Shawn Mendes,Lost In Japan,[pop],0.71,0.74,0.37,0.26,0.11,0.43,105.03,201.2
779,2019,6mAN61JH0dzyZpWslS11jy,Rauw Alejandro,Fantasias,[latin],0.88,0.7,0.07,0.14,0.06,0.79,94,199.711
780,2019,3a1lNhkSLSkpJE4MSHpDu9,Post Malone,Congratulations,[hip hop],0.63,0.8,0.04,0.22,0.25,0.49,123.15,220.293
781,2019,2G7V7zsVDxg1yRsu7Ew9RJ,Drake,In My Feelings,[hip hop],0.84,0.63,0.13,0.06,0.4,0.35,91.03,217.925
782,2019,0PG9fbaaHFHfre2gUVo7AN,Cardi B,Please Me,[pop],0.75,0.57,0.08,0.06,0.08,0.65,133.99,200.889
783,2019,1kK6DwzyXJSp58u5HYWwuD,YG,Go Loko (feat. Tyga  Jon Z),[hip hop],0.88,0.67,0.05,0.33,0.07,0.13,101.01,299.226
784,2019,4MsUsFfWseB9M2plGJyuIw,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),[pop],0.61,0.84,0.07,0.03,0.11,0.66,182.12,193.04
785,2019,7njKgVl3AnLflRad38o7AG,Bazzi,Paradise,[pop],0.84,0.64,0.05,0.08,0.11,0.59,122.06,169.038
786,2019,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,[hip hop],0.84,0.73,0.05,0.08,0.15,0.43,130.05,243.836
787,2019,05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine,[Dance/Electronic],0.59,0.7,0.03,0.23,0.41,0.5,104,217.653
788,2019,3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,[latin],0.42,0.26,0.03,0.92,0.13,0.33,119.93,269.56
789,2019,3yNZ5r3LKfdmjoS3gkhUCT,Billie Eilish,bad guy (with Justin Bieber),[pop],0.67,0.45,0.3,0.25,0.12,0.68,135.06,194.839
790,2019,2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Natural,[modern rock  rock],0.7,0.61,0.04,0.22,0.08,0.22,100,189.466
791,2019,7anSoGdgtmJTAPZBzcPhO6,Dalex,Cuaderno,[latin],0.68,0.65,0.38,0.52,0.1,0.69,172.02,286.506
792,2019,7Feaw9WAEREY0DUOSXJLOM,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),[Dance/Electronic],0.66,0.72,0.06,0.18,0.14,0.32,113.78,163.804
793,2019,4a6q8CR2hzLk2plDkSxkfD,Bazzi,I.F.L.Y.,[pop],0.81,0.52,0.04,0.38,0.13,0.55,104.95,165.714
794,2019,1WSGTYKLEpKfNQYYW5Oymt,benny blanco,I Cant Get Enough (benny blanco  Selena Gomez  J Balvin  Tainy),[pop],0.54,0.47,0.36,0.4,0.36,0.69,95.27,158.027
795,2019,3id2EVGKc3eFAMn9nFnB0r,Lukas Graham,Love Someone,[pop],0.54,0.41,0.05,0.17,0.11,0.27,171.84,205.44
796,2019,5KbBGUpIZd6gVFUU8tqYiQ,Myke Towers,Si Se Da,[latin],0.83,0.71,0.33,0.37,0.09,0.7,93.98,237.013
797,2019,3XiNC94b4Tq1xwv70sQJGN,Lil Uzi Vert,Sanguine Paradise,[hip hop],0.73,0.6,0.07,0.09,0.11,0.21,134.97,243.976
798,2019,4TnjEaWOeW0eKTKIEvJyCa,Trevor Daniel,Falling,[hip hop],0.78,0.43,0.04,0.12,0.09,0.24,127.09,159.381
799,2019,51NFxnQvaosfDDutk0tams,Billie Eilish,bellyache,[pop],0.7,0.57,0.11,0.46,0.48,0.41,99.94,179.172
800,2019,0YammaEkYSeo9vQYZ1OwS6,David Guetta,Say My Name,[Dance/Electronic],0.7,0.66,0.12,0.14,0.19,0.79,95.03,198.946
801,2018,2XW4DbS6NddZxRPm5rMCeY,Drake,Gods Plan,[hip hop],0.76,0.45,0.1,0.03,0.56,0.37,77.18,198.96
802,2018,35ieKju5aLWFN5UgfJ27mL,XXXTENTACION,SAD!,[hip hop],0.74,0.61,0.15,0.26,0.12,0.47,75.02,166.568
803,2018,7wrDRQgHlvDnimrRHfQZxt,Post Malone,Psycho (feat. Ty Dolla $ign),[hip hop],0.75,0.55,0.11,0.59,0.11,0.41,140.01,220.88
804,2018,0bAkKNCQfWkexHFn7fIKns,Drake,In My Feelings,[hip hop],0.74,0.48,0.14,0.01,0.45,0.32,182,217.933
805,2018,7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,[hip hop],0.68,0.56,0.05,0.35,0.14,0.37,145.03,231.266
806,2018,58q2HKrzhC3ozto2nDdN4z,Cardi B,I Like It,[hip hop],0.82,0.73,0.13,0.1,0.37,0.65,136.05,253.39
807,2018,7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss (with Dua Lipa),[Dance/Electronic],0.79,0.86,0.11,0.04,0.08,0.59,123.99,214.846
808,2018,76cy1WJvNGJTj78UqeA5zr,Dua Lipa,IDGAF,[pop],0.84,0.54,0.09,0.04,0.08,0.51,97.03,217.946
809,2018,32iYwQ4OYiurnGnOfJ1aEh,Juice WRLD,Lucid Dreams,[hip hop],0.44,0.48,0.24,0.38,0.33,0.22,83.61,239.946
810,2018,08bNPGLD8AhKpnnERrAc6G,Marshmello,FRIENDS,[Dance/Electronic],0.63,0.88,0.05,0.21,0.13,0.53,95.08,202.62
811,2018,0ofbQMrRDsUaVKq2mGLEAb,Camila Cabello,Havana,[pop],0.77,0.52,0.03,0.19,0.1,0.42,104.99,216.896
812,2018,6FRLCMO5TUHTexlWo8ym1W,Maroon 5,Girls Like You (feat. Cardi B),[pop],0.85,0.54,0.05,0.57,0.13,0.45,124.96,235.545
813,2018,1cTZMwcBJT0Ka3UJPXOeeN,Drake,Nice For What,[hip hop],0.57,0.91,0.07,0.09,0.11,0.79,93.35,210.925
814,2018,09IStsImFySgyp0pIQdqAc,Zedd,The Middle,[Dance/Electronic],0.75,0.66,0.04,0.17,0.11,0.44,107.01,184.732
815,2018,5SxkdsY1ufZzoq9iXceLw9,Ariana Grande,no tears left to cry,[pop],0.7,0.7,0.05,0.04,0.27,0.37,121.97,205.946
