pos,year,track_ID,artist_names,track_name,genres,danceability,energy,speechiness,acousticness,liveness,valence,tempo
1102,2017,1xznGGDReH1oQq0xzbwXa3,Drake  Wizkid  Kyla,One Dance,[hip hop],0.79,0.62,0.05,0.01,0.35,0.37,103.99
1103,2017,5NNlUMcOEOdoOIwwaWXv0k,Maroon 5  Future,Cold (feat. Future),[pop],0.70,0.72,0.11,0.14,0.05,0.50,99.92
1104,2017,5Z3GHaZ6ec9bsiI5BenrbY,Khalid,Young Dumb & Broke,[pop],0.80,0.54,0.04,0.20,0.17,0.39,136.95
1105,2017,2XlHu0HcujBCkWMdIAvrqt,Drake,Blem,[hip hop],0.73,0.54,0.05,0.05,0.10,0.38,98.07
1106,2017,0gbBzIqrECJOEPvQJIBFs5,Lorde,Green Light,[indie pop],0.62,0.71,0.10,0.02,0.08,0.24,128.92
1107,2017,7fwXWKdDNI5IutOMc5OKYw,J Balvin  Willy William  Beyoncé,Mi Gente (feat. Beyoncé),[latin],0.71,0.71,0.08,0.02,0.25,0.43,105.00
1108,2017,6IZvVAP7VPPnsGX6bvgkqg,Kendrick Lamar,PRIDE.,[hip hop],0.67,0.54,0.06,0.08,0.15,0.37,138.84
1109,2017,3a1lNhkSLSkpJE4MSHpDu9,Post Malone  Quavo,Congratulations,[hip hop],0.63,0.80,0.04,0.22,0.25,0.49,123.15
1110,2017,0XLOf9LhyazPX9Ld8jPiUq,Selena Gomez  Gucci Mane,Fetish (feat. Gucci Mane),[pop],0.71,0.61,0.06,0.02,0.06,0.31,123.04
1111,2017,0wfbD5rAksdXUzRvMfM3x5,The Chainsmokers,The One,[Dance/Electronic],0.76,0.30,0.03,0.24,0.29,0.15,99.99
1112,2017,3EmmCZoqpWOTY1g2GBwJoR,Steve Aoki  Louis Tomlinson,Just Hold On,[Dance/Electronic],0.65,0.93,0.08,0.00,0.06,0.37,114.99
1113,2017,00lNx0OcTJrS3MKHcB80HY,Jax Jones  RAYE,You Dont Know Me (feat. RAYE),[Dance/Electronic],0.88,0.67,0.14,0.16,0.19,0.68,124.01
1114,2017,6UjfByV1lDLW0SOVQA4NAi,Drake,Gyalchester,[hip hop],0.88,0.39,0.06,0.03,0.09,0.12,131.02
1115,2017,1PSBzsahR2AKwLJgx8ehBj,Machine Gun Kelly  Camila Cabello,Bad Things (with Camila Cabello),[hip hop],0.70,0.69,0.15,0.21,0.19,0.31,137.85
1116,2017,0Qh38w01QRXK6KHIv0e3hb,P!nk,What About Us,[pop],0.49,0.59,0.05,0.03,0.09,0.19,113.61
1117,2017,1NDxZ7cFAo481dtYWdrUnR,Maggie Lindemann  Cheat Codes  CADE,Pretty Girl - Cheat Codes X CADE Remix,[indie pop],0.70,0.87,0.03,0.15,0.10,0.73,121.03
1118,2017,2771LMNxwf62FTAdpJMQfM,Cardi B,Bodak Yellow,[hip hop],0.93,0.72,0.11,0.07,0.35,0.46,125.02
1119,2017,6CfrYuD3YRDYdYvH9jNtXY,Drake  Giggs,No Long Talk,[hip hop],0.91,0.61,0.23,0.07,0.53,0.58,97.06
1120,2017,0Zbbxnx4SGGHoIow4PpISP,Kygo  Justin Jesso,Stargazing,[Dance/Electronic],0.68,0.50,0.08,0.15,0.09,0.42,99.14
1121,2017,6SznMYPQJHzr3IwsAHLId2,Ed Sheeran,Bibia Be Ye Ye,[pop],0.74,0.68,0.08,0.52,0.13,0.88,127.07
1122,2017,06FCvd7rrRcF3DdvWH5Isp,Kendrick Lamar,LUST.,[hip hop],0.68,0.56,0.51,0.19,0.10,0.57,94.24
1123,2017,32DGGj6KlNuBr6WaqRxpxi,Charlie Puth,How Long,[pop],0.85,0.58,0.08,0.19,0.08,0.78,110.01
1124,2017,1louJpMmzEicAn7lzDalPW,Cheat Codes  Demi Lovato,No Promises (feat. Demi Lovato),[Dance/Electronic],0.74,0.67,0.13,0.06,0.11,0.60,112.96
1125,2017,7y6c07pgjZvtHI9kuMVqk1,Drake  Black Coffee  Jorja Smith,Get It Together,[hip hop],0.78,0.72,0.05,0.09,0.10,0.85,123.01
1126,2017,42CeaId2XNlxugDvyqHfDf,Post Malone,Candy Paint,[hip hop],0.77,0.69,0.08,0.63,0.07,0.43,90.01
1127,2017,6DNtNfH8hXkqOX1sjqmI7p,Major Lazer  Justin Bieber  MØ,Cold Water (feat. Justin Bieber & MØ),[Dance/Electronic],0.61,0.80,0.04,0.07,0.16,0.50,92.94
1128,2017,6WbADFqMvR8N5u0BvtsWQE,Avicii  Sandro Cavazza,Without You (feat. Sandro Cavazza),[Dance/Electronic],0.65,0.86,0.04,0.00,0.04,0.28,134.01
1129,2017,5AEtlRudpgdT5FtNiuly6Y,Hailee Steinfeld  Alesso  Florida Georgia Line  WATT,Let Me Go (with Alesso  Florida Georgia Line & watt),[pop],0.66,0.72,0.06,0.04,0.08,0.71,103.04
1130,2017,2EEeOnHehOozLq4aS0n6SL,KYLE  Lil Yachty,iSpy (feat. Lil Yachty),[pop],0.75,0.65,0.29,0.38,0.23,0.67,75.02
1131,2017,6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,Feel It Still,[rock],0.80,0.80,0.05,0.04,0.07,0.75,79.03
1132,2017,2fQrGHiQOvpL9UgPvtYy6G,21 Savage,Bank Account,[hip hop],0.88,0.35,0.35,0.02,0.09,0.38,75.02
1133,2017,04DwTuZ2VBdJCCC5TROn7L,Martin Garrix  Bebe Rexha,In the Name of Love,[Dance/Electronic],0.49,0.49,0.04,0.06,0.34,0.20,133.89
1134,2017,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,[metal],0.56,0.86,0.06,0.01,0.21,0.40,105.14
1135,2017,0fg8CqpjdojMyXLNzM2PaJ,Major Lazer  PARTYNEXTDOOR  Nicki Minaj,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),[Dance/Electronic],0.80,0.74,0.07,0.11,0.10,0.67,108.01
1136,2017,6TIU9Ehmi6dMzZK73Ym4yj,Ed Sheeran,Save Myself,[pop],0.55,0.29,0.04,0.85,0.23,0.48,78.84
1137,2017,6De0lHrwBfPfrhorm9q1Xl,Danny Ocean,Me Rehúso,[latin],0.74,0.80,0.07,0.02,0.05,0.43,104.82
1138,2017,1hvpDAxZPKjKztOc72sv06,Band Aid,Do They Know Its Christmas? - 1984 Version,[pop],0.60,0.64,0.04,0.16,0.10,0.35,115.41
1139,2017,1n4jwRVXdkK2U34nBDUKKT,Kendrick Lamar,BLOOD.,[hip hop],0.36,0.24,0.27,0.14,0.55,0.49,156.91
1140,2017,0lLdorYw7lVrJydTINhWdI,Michael Bublé,Its Beginning to Look a Lot like Christmas,[pop],0.34,0.21,0.04,0.91,0.34,0.36,94.78
1141,2017,5hYTyyh2odQKphUbMqc5gN,Alessia Cara,How Far Ill Go - From Vaiana,[R&B],0.31,0.56,0.37,0.16,0.07,0.16,179.67
1142,2017,0SGkqnVQo9KPytSri1H6cF,Big Sean,Bounce Back,[hip hop],0.78,0.58,0.14,0.11,0.13,0.27,81.50
1143,2017,76gUmNLXGQVOsGhfcshkFP,Drake,Madiba Riddim,[hip hop],0.84,0.52,0.17,0.25,0.61,0.33,105.99
1144,2017,4lESS6vuruP6a79KWRaQou,Maluma  Nego do Borel,Corazón (feat. Nego do Borel),[latin],0.87,0.77,0.12,0.28,0.16,0.77,98.99
1145,2017,7i2DJ88J7jQ8K7zqFX2fW8,Halsey,Now Or Never,[pop],0.67,0.59,0.04,0.11,0.13,0.45,110.03
1146,2017,2xmrfQpmS2iJExTlklLoAL,Clean Bandit  Julia Michaels,I Miss You (feat. Julia Michaels),[Dance/Electronic],0.64,0.66,0.05,0.25,0.09,0.33,105.08
1147,2017,7nKBxz47S9SD79N086fuhn,Enrique Iglesias  Descemer Bueno  Zion & Lennox,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),[latin],0.69,0.82,0.05,0.06,0.24,0.66,91.01
1148,2017,2OALaHcDdKkjYEpAr0Qzab,Avicii  Rita Ora,Lonely Together (feat. Rita Ora),[Dance/Electronic],0.66,0.67,0.06,0.13,0.07,0.27,102.98
1149,2017,0xl1w2q4VLojeXp4JfazPL,Drake  2 Chainz  Young Thug,Sacrifices,[hip hop],0.90,0.44,0.40,0.04,0.14,0.53,139.11
1150,2017,6n3HGiq4v35D6eFOSwqYuo,Drake,Teenage Fever,[hip hop],0.77,0.28,0.08,0.11,0.12,0.14,97.04
1151,2017,1Eck97uRMlprKOOJN9oO1E,G-Eazy  Kehlani,Good Life (with G-Eazy & Kehlani),[hip hop],0.57,0.77,0.21,0.00,0.06,0.57,168.39
1152,2017,4pLwZjInHj3SimIyN9SnOz,Ariana Grande  Nicki Minaj,Side To Side,[pop],0.65,0.74,0.25,0.04,0.29,0.60,159.15
1153,2017,167NczpNbRF7oWakJaY3Hh,Niall Horan,Slow Hands,[pop],0.73,0.43,0.05,0.01,0.05,0.84,85.91
1154,2017,2jTujnt0y344ai1rNOywgr,Drake  Giggs,KMT,[hip hop],0.88,0.60,0.04,0.02,0.13,0.09,119.99
1155,2017,1wjzFQodRWrPcQ0AnYnvQ9,Lauv,I Like Me Better,[pop],0.75,0.51,0.25,0.54,0.10,0.42,91.97
1156,2017,13e6f8t7RKXuxZ0JdaaJRG,Drake,Jorja Interlude,[hip hop],0.74,0.37,0.10,0.76,0.29,0.24,123.08
1157,2017,3Ytr1SUCUi6J3L9dRFx5iH,Major Lazer  Travis Scott  Camila Cabello  Quavo,Know No Better (feat. Travis Scott  Camila Cabello & Quavo),[Dance/Electronic],0.74,0.81,0.10,0.13,0.13,0.48,119.04
1158,2017,4c2W3VKsOFoIg2SFaO6DY5,Rita Ora,Your Song,[Dance/Electronic],0.86,0.62,0.05,0.16,0.05,0.96,117.96
1159,2017,6Za3190Sbw39BBC77WSS1C,Natti Natasha  Ozuna,Criminal,[latin],0.81,0.81,0.06,0.03,0.26,0.84,80.00
1160,2017,5hcisvFMidkMJlElTO9Qmw,Bad Bunny  Prince Royce  J Balvin  Mambo Kingz  DJ Luian,Sensualidad,[latin],0.81,0.68,0.10,0.42,0.10,0.68,140.01
1161,2017,2fkeWbM6iqTw7oGHTYm2lw,Drake  Sampha,4422,[hip hop],0.61,0.23,0.03,0.56,0.11,0.19,111.89
1162,2017,1SJtlNRJDeYHioymcvsqev,Camila Cabello,Crying in the Club,[pop],0.33,0.62,0.38,0.33,0.16,0.60,85.23
1163,2017,23luOrEVHMfoX0AhfbQuS6,Kendrick Lamar,FEAR.,[hip hop],0.59,0.48,0.28,0.60,0.53,0.43,150.41
1164,2017,3Ga6eKrUFf12ouh9Yw3v2D,Anitta  J Balvin,Downtown,[indie pop],0.78,0.68,0.14,0.18,0.07,0.62,166.01
1165,2017,6HUnnBwYZqcED1eQztxMBN,Martin Jensen,Solo Dance,[Dance/Electronic],0.74,0.84,0.05,0.04,0.19,0.36,114.97
1166,2017,2DQ1ITjI0YoLFzuADN1ZBW,G-Eazy  A$AP Rocky  Cardi B,No Limit,[hip hop],0.84,0.77,0.24,0.01,0.09,0.41,175.96
1167,2017,4TZy1wLyHec06pwgFYDh1a,Shawn Mendes,Mercy,[pop],0.47,0.68,0.12,0.14,0.11,0.37,147.73
1168,2017,4b4KcovePX8Ke2cLIQTLM0,The Vamps  Matoma,All Night,[pop],0.54,0.81,0.04,0.00,0.32,0.45,145.02
1169,2017,1ADjWm8QNhgNV8yCNNgQ1T,Ariana Grande,Santa Tell Me,[pop],0.46,0.63,0.18,0.05,0.30,0.53,132.96
1170,2017,3T7dNA7O8c3Axj5WyDNcH3,Brenda Lee,Rockin Around The Christmas Tree,[rock],0.70,0.41,0.05,0.71,0.45,0.85,140.06
1171,2017,3E2Zh20GDCR9B1EYjfXWyv,AJR,Weak,[Dance/Electronic],0.67,0.64,0.04,0.14,0.18,0.68,123.98
1172,2017,51PIvodunv6NmX5250zxAh,Lady Gaga,The Cure,[pop],0.70,0.50,0.04,0.07,0.09,0.56,99.98
1173,2017,7iDa6hUg2VgEL1o1HjmfBn,Bebe Rexha  Florida Georgia Line,Meant to Be (feat. Florida Georgia Line),[Dance/Electronic],0.64,0.78,0.09,0.05,0.08,0.58,154.08
1174,2017,3kxfsdsCpFgN412fpnW85Y,Childish Gambino,Redbone,[hip hop],0.75,0.36,0.09,0.17,0.12,0.61,160.03
1175,2017,3zJw3rugfpVrmBeDDnUYzy,John Lennon  Yoko Ono,Happy Xmas (War Is Over) - Remastered 2010,[rock],0.33,0.61,0.03,0.32,0.77,0.40,146.54
1176,2017,1qOLh0tI7trd1zdDKxYZTe,Hailee Steinfeld  Grey  Zedd,Starving,[pop],0.64,0.63,0.13,0.37,0.10,0.51,99.72
1177,2017,5hslUAKq9I9CG2bAulFkHN,Andy Williams,Its the Most Wonderful Time of the Year,[pop],0.24,0.60,0.04,0.77,0.12,0.78,201.63
1178,2017,2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,[metal],0.50,0.86,0.04,0.00,0.64,0.24,110.02
1179,2017,0lMbuWUpfTWhEmOKxppEau,Calvin Harris  Future  Khalid  Funk Wav,Rollin (feat. Future & Khalid),[Dance/Electronic],0.75,0.76,0.09,0.45,0.18,0.66,91.95
1180,2017,2rizacJSyD9S1IQUxUxnsK,The Chainsmokers  Phoebe Ryan,All We Know,[Dance/Electronic],0.66,0.59,0.03,0.10,0.12,0.30,90.00
1181,2017,7DsX5K72fewVGb47qj7Tbg,Sam Smith,Pray,[pop],0.54,0.38,0.04,0.28,0.09,0.15,87.80
1182,2017,6u0EAxf1OJTLS7CvInuNd7,Anitta  ZAAC  Maejor  Tropkillaz  DJ Yuri Martins,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),[latin],0.88,0.55,0.15,0.02,0.29,0.56,129.92
1183,2017,1CnPYaKxTVb4LWOtiGOm0m,Jon Bellion,All Time Low,[hip hop],0.62,0.57,0.08,0.06,0.09,0.51,90.25
1184,2017,5p3NP9mQblDsVJLdfNZJ3I,Kendrick Lamar,GOD.,[hip hop],0.71,0.56,0.08,0.03,0.28,0.21,132.98
1185,2017,1a5Yu5L18qNxVhXx38njON,Alok  Bruno Martini  Zeeba,Hear Me Now,[Dance/Electronic],0.79,0.43,0.04,0.54,0.09,0.46,122.00
1186,2017,1vvNmPOiUuyCbgWmtc6yfm,Calvin Harris,My Way,[Dance/Electronic],0.82,0.91,0.04,0.09,0.16,0.54,119.99
1187,2017,152lZdxL1OR0ZMW6KquMif,Khalid,Location,[pop],0.74,0.45,0.43,0.33,0.09,0.33,80.13
1188,2017,1m69ELEgE6k5ZWsap40ozt,Ozuna,Se Preparó,[latin],0.74,0.82,0.09,0.22,0.31,0.69,171.08
1189,2017,4v094LQ9eF10k2O2Te2ngK,Niall Horan,Too Much To Ask,[pop],0.52,0.55,0.04,0.38,0.12,0.19,153.68
1190,2017,2kVHAQKVtczchKctctzbtK,Katy Perry  Nicki Minaj,Swish Swish,[pop],0.84,0.72,0.05,0.02,0.10,0.53,119.94
1191,2017,0y9uTzK9cNKSAEHnpeRG8C,Kendrick Lamar,DUCKWORTH.,[hip hop],0.55,0.73,0.62,0.05,0.26,0.63,174.52
1192,2017,7sO5G9EABYOXQKNPNiE9NR,Offset  Metro Boomin,Ric Flair Drip (with Metro Boomin),[hip hop],0.88,0.43,0.21,0.15,0.11,0.33,100.01
1193,2017,1zayuwd1YLZsYDArkruHdL,Kendrick Lamar,The Heart Part 4,[hip hop],0.67,0.43,0.71,0.50,0.27,0.55,129.33
1194,2017,4Q3N4Ct4zCuIHuZ65E3BD4,Kodak Black,Tunnel Vision,[hip hop],0.50,0.49,0.29,0.06,0.12,0.23,171.85
1195,2017,0ZoHHROTzwIYeNAHRPedTY,Chris Rea,Driving Home for Christmas,[rock],0.60,0.71,0.03,0.56,0.34,0.89,90.12
1196,2017,08WPvDEsHvTFuB9w8tC2OS,Sage The Gemini,Now and Later,[hip hop],0.78,0.57,0.19,0.27,0.20,0.86,107.06
1197,2017,0QsvXIfqM0zZoerQfsI9lm,The Chainsmokers  Daya,Dont Let Me Down,[Dance/Electronic],0.54,0.86,0.20,0.16,0.14,0.40,159.80
1198,2017,4Hf7WnR761jpxPr5D46Bcd,Shawn Mendes,Treat You Better,[pop],0.62,0.80,0.25,0.12,0.11,0.82,166.02
1199,2017,6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,Heathens,[rock],0.73,0.40,0.03,0.08,0.11,0.55,90.02
1200,2017,3umS4y3uQDkqekNjVpiRUs,Nicky Jam,El Amante,[latin],0.68,0.69,0.04,0.24,0.14,0.73,179.91
